Id	Name	Formula	EC
R03106	3-mercaptopyruvate:cyanide sulfurtransferase	C01326 + C00957 <=> C01755 + C00022	2.8.1.2
R03103	L-2-Aminoadipate-6-semialdehyde:NADP+ 6-oxidoreductase	C04076 + C00006 + C00001 <=> C00956 + C00005 + C00080	1.2.1.31
R03102	L-2-Aminoadipate-6-semialdehyde:NAD+ 6-oxidoreductase	C04076 + C00003 + C00001 <=> C00956 + C00004 + C00080	1.2.1.31
R00719	ITP phosphohydrolase	C00081 + C00001 <=> C00104 + C00009	3.6.1.5
R06906		C14117 + C00001 <=> C14118	4.2.1.-
R09628	(2E,6E)-farnesyl-diphosphate diphosphohydrolase (drimenol-forming)	C00448 + C00001 <=> C19743 + C00013	3.1.7.7
R09629	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (patchoulol-forming)	C00448 + C00001 <=> C19755 + C00013	4.2.3.70
R06907		C14118 <=> C14119 + 2 C00080	1.1.-.-
R00711	Acetaldehyde:NADP+ oxidoreductase	C00084 + C00006 + C00001 <=> C00033 + C00005 + C00080	1.2.1.4         1.2.1.5         1.2.1.-
R00710	Acetaldehyde:NAD+ oxidoreductase	C00084 + C00003 + C00001 <=> C00033 + C00004 + C00080	1.2.1.3         1.2.1.5
R00713	succinate-semialdehyde:NAD+ oxidoreductase	C00232 + C00003 + C00001 <=> C00042 + C00004 + C00080	1.2.1.16        1.2.1.24
R09621	malonyl-CoA:benzoyl-CoA malonyltransferase (cyclizing)	3 C00083 + C00512 <=> 4 C00010 + C19750 + 4 C00011	2.3.1.177
R00715	N6-(L-1,3-Dicarboxypropyl)-L-lysine:NAD+ oxidoreductase (L-lysine-forming)	C00449 + C00003 + C00001 <=> C00047 + C00026 + C00004 + C00080	1.5.1.7
R00714	succinate-semialdehyde:NADP+ oxidoreductase	C00232 + C00006 + C00001 <=> C00042 + C00005 + C00080	1.2.1.16        1.2.1.79
R00717	Glycolate:NAD+ oxidoreductase	C00160 + C00003 <=> C00048 + C00004 + C00080	1.1.1.26        1.1.1.29
R00716	N6-(L-1,3-Dicarboxypropyl)-L-lysine:NADP+ oxidoreductase (L-lysine-forming)	C00449 + C00006 + C00001 <=> C00047 + C00026 + C00005 + C00080	1.5.1.8
R04159	(5-L-glutamyl)-peptide:amino-acid 5-glutamyltransferase	C03193 + C00045 <=> C00012 + C03363	2.3.2.2
R04158	geranylgeranyl diphosphate:sn-glyceryl phosphate geranylgeranyltransferase	C00353 + C00623 <=> C00013 + C04590	2.5.1.41
R04153	Dimethylsulfonioacetate:L-homocysteine S-methyltransferase	C03392 + C00155 <=> C03173 + C00073 + C00080	2.1.1.3
R04152	(2-Aminoethyl)phosphonate:pyruvate aminotransferase	C03557 + C00022 <=> C03167 + C00041	2.6.1.37
R04151	(+)-cis-3,4-dihydrophenanthrene-3,4-diol:NAD+ 3,4-oxidoreductase	C04468 + C00003 <=> C03164 + C00004 + C00080	1.3.1.49
R04150	O-Succinylbenzoyl-CoA 1,4-dihydroxy-2-naphthoate-lyase	C03160 <=> C03657 + C00010	4.1.3.36
R04157	alpha(omega)-Dicarboxylic acid:CoA ligase (AMP-forming)	C00002 + C04025 + C00010 <=> C00020 + C00013 + C03188	6.2.1.23
R04156	[Glycogen-synthase D] phosphohydrolase	C03185 + C00001 <=> C03186 + C00009	3.1.3.42
R04155		C03179 <=> C05780 + 2 C14819	
R04154	Tetrahydroxypteridine lyase (isomerizing)	C03178 <=> C03314	5.5.1.3
R08683	amino acid:2-oxo-acid aminotransferase	C17265 + C00045 <=> C17266 + C00161	2.6.1.-
R08682	3-alkylmalate oxidoreductase (decarboxylating)	C17264 <=> C17265 + C00011	1.1.1.-
R08681	2-alkylmalate hydroxymutase	C17263 <=> C17264	5.4.4.-
R08680	acetyl-CoA:2-oxo-acid C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)	C00161 + C00024 + C00001 <=> C17263 + C00010	2.3.3.-
R08687	UDP-glucose:thiohydroximate S-beta-D-glucosyltransferase	C17261 + C00029 <=> C17259 + C00015	2.4.1.195
R06900		C14111 <=> C14112	
R07598	L-lysine:oxygen 6-oxidoreductase (deaminating)	C00047 + C00007 + C00001 <=> C04076 + C00027 + C00014	1.4.3.20
R07599		C00141 + C00068 <=> C15976 + C00011	1.2.4.4
R08867	CTP:phosphonoformate cytidylyltransferase	C06456 + C00063 <=> C17945 + C00013	
R05558	Atrazine chlorohydrolase	C06551 + C00001 <=> C06552 + C01327	3.8.1.8
R08689	(E)-4-hydroxy-3-methylbut-2-en-1-yl-diphosphate:oxidized ferredoxin oxidoreductase (hydrating)	C11453 + 2 C00138 <=> C11811 + C00001 + 2 C00139	1.17.7.1
R08688	3'-phosphoadenylyl-sulfate:desulfoglucosinolate sulfotransferase	C17259 + C00053 <=> C17260 + C00054	2.8.2.-
R08863	(S)-2-hydroxypropylphosphonate,NADH:oxygen epoxidase	C06452 + C00027 <=> C06454 + 2 C00001	1.11.1.23
R08862	methylcobalamin:2-hydroxyethylphosphonate C-methyltransferase	C06451 + C06453 + C00019 + C00080 + C05359 <=> C06452 + C00541 + C05198 + C00073	
R08861		C03167 + C00005 + C00080 <=> C06451 + C00006	
R05559	4-(Ethylamino)-2-hydroxy-6-(isopropylamino)-1,3,5-triazine ethylaminohydrolase	C06552 + C00001 <=> C06553 + C00797	3.5.99.3
R05903		G10609 + G00102 <=> G10619 + G00103	2.4.1.-
R02622	Protein glutamine amidohydrolase	C02583 + C00001 <=> C00614 + C00014	3.5.1.44
R05901		G10610 + G00025 <=> G10619 + G00209	2.4.1.146
R00904	3-aminopropanal:NAD+ oxidoreductase	C05665 + C00003 + C00001 <=> C00099 + C00004 + C00080	1.2.1.3         1.2.1.5         1.2.1.19
R00905	N-Carbamoyl-beta-alanine amidohydrolase	C02642 + C00001 <=> C00099 + C00011 + C00014	3.5.1.6
R00906	N-(D-1-carboxyethyl)-beta-alanine:NAD+ oxidoreductase (beta-alanine-forming)	C02207 + C00003 + C00001 <=> C00099 + C00022 + C00004 + C00080	1.5.1.26
R00907	L-Alanine:3-oxopropanoate aminotransferase	C00041 + C00222 <=> C00022 + C00099	2.6.1.18
R00900	L-cysteine,glutathione:NADP+ oxidoreductase (disulfide-forming);	C00097 + C00051 + C00006 <=> C05526 + C00005	1.8.1.9         1.8.1.10
R00901	L-cysteine hydrogen-sulfide-lyase (adding sulfite; L-cysteate-forming)	C00097 + C00094 <=> C00283 + C00506	4.4.1.10
R00903	2-Amino-3-mercaptopropionic acid racemase;	C00097 <=> C00793	5.1.1.10
R05907		G10611 + C02189 <=> G10619 + G00023	2.4.1.41
R00908	beta-alanine:2-oxoglutarate aminotransferase	C00099 + C00026 <=> C00222 + C00025	2.6.1.19        2.6.1.55
R00909	N-Acetyl-beta-alanine amidohydrolase	C01073 + C00001 <=> C00033 + C00099	3.5.1.21
R05906		G10616 + G00837 <=> G10621 + G00251	2.4.99.1
R09204		C07535 + C00007 + C00004 + C00080 <=> C18270 + C00003	1.14.12.-
R02277	Secondary-alcohol:oxygen oxidoreductase	C01612 + C00007 <=> C01450 + C00027	1.1.3.18
R02625	ATP:protein-L-histidine N(pi)-phosphotransferase	C00002 + C00615 <=> C00008 + C04261	2.7.13.1
R09205		C18270 <=> C18279	1.3.-.-
R02624	Protein-L-glutamate-O4-methyl-ester acylhydrolase	C04142 + C00001 <=> C00614 + C00132	3.1.1.61
R07918	7-methylxanthosine ribohydrolase	C16352 + C00001 <=> C16353 + C00121	3.2.2.25
R02271	5-Aminolevulinate:pyruvate aminotransferase	C00430 + C00022 <=> C02800 + C00041	2.6.1.43
R07919	S-adenosyl-L-methionine:7-methylxanthine N3-methyltransferase	C00019 + C16353 <=> C00021 + C07480	2.1.1.159       2.1.1.160
R02272	(S)-4-Amino-5-oxopentanoate 4,5-aminomutase	C00430 <=> C03741	5.4.3.8
R09200	S-adenosyl-L-methionine:4-aminoanhydrochlortetracycline N-methyltransferase	C18299 + 2 C00019 <=> C18297 + 2 C00021	2.1.1.-
R02273	5-Aminopentanamide amidohydrolase	C00990 + C00001 <=> C00431 + C00014	3.5.1.30
R09201		C18300 + C00004 + C00007 + C00080 <=> C18301 + C00003	1.14.12.-
R05908		G10609 + G00023 <=> G10619 + G00024	2.4.1.122
R09202		C18271 <=> C18273	
R09203		C18272 <=> C18274	
R05998		G00116 + C00001 <=> G00115 + C00270	3.2.1.18
R05999		G00092 + C00270 <=> G00108 + C00001	3.2.1.18
R05994		G00124 + C00001 <=> G00123 + C00124	3.2.1.23
R05995		G10616 + G00112 <=> G10621 + G00117	2.4.99.8
R05996		G00116 + C00270 <=> G00117 + C00001	3.2.1.18
R05990	CMP-N-acetylneuraminate:beta-D-galactosyl 1,4-N-acetyl-beta-D-glucosamine alpha 2,6-N-acetylneuraminyltransferase	2 G10616 + G00017 <=> 2 G10621 + G00018	2.4.99.1
R05991		G10610 + G00020 <=> G10619 + G00021	2.4.1.155
R05992		G10610 + G00021 <=> G10619 + G00022	2.4.1.201
R07911	UDP-alpha-D-glucose:delphinidin-3-O-beta-D-glucoside 5-O-glucosyltransferase	C12138 + C00029 <=> C16312 + C00015	2.4.1.298
R09208		C18277 <=> C18282 + C00011	4.1.1.-
R09209		C07535 + C00004 + C00080 + C00007 <=> C18284 + C00003	1.14.12.-
R07642	L-amino acid:L-amino acid ligase (ADP-forming)	C00002 + C00151 + C00151 <=> C00008 + C00009 + C16116	6.3.2.28
R08506		C15610 <=> C10822	
R08507		C15610 <=> C10826	
R07640	poly(ribonucleotide):poly(ribonucleotide) ligase (AMP-forming)	C00002 + C00046(n) + C00046(m) <=> C00020 + C00013 + C00046(n+m)	6.5.1.3
R02410	Raffinose fructohydrolase	C00492 + C00001 <=> C05402 + C00095	3.2.1.26
R02411	1-alpha-D-Galactosyl-myo-inositol:sucrose 6-alpha-D-galactosyltransferase	C01235 + C00089 <=> C00137 + C00492	2.4.1.82
R02412	ATP:shikimate 3-phosphotransferase	C00002 + C00493 <=> C00008 + C03175	2.7.1.71
R02413	Shikimate:NADP+ 3-oxidoreductase	C00493 + C00006 <=> C02637 + C00005 + C00080	1.1.1.25        1.1.1.282
R02415	Shikimate:pyrroloquinoline-quinone 3-oxidoreductase	C00493 + C00113 <=> C02637 + C01359	1.1.5.8
R02416	4-Coumaroyl-CoA:shikimate O-(hydroxycinnamoyl)transferase	C00223 + C00493 <=> C00010 + C02947	2.3.1.133
R02417	questin,NADPH:oxygen oxidoreductase (hydroxylating, anthraquinone-ring-opening)	C01448 + C00007 + C00005 + C00080 <=> C15504 + C00006	1.14.13.43
R02418	Ubiquitin-C-terminal-thiolester hydrolase	C04090 + C00001 <=> C00496 + C00145	3.4.19.12
R02419	(R)-Malate hydro-lyase	C00497 <=> C01384 + C00001	4.2.1.31
R07647	2-trans,6-trans-farnesyl-diphosphate diphosphate-lyase [(1E,4S,5E,7R)-germacra-1(10),5-dien-11-ol-forming]	C00448 + C00001 <=> C16143 + C00013	4.2.3.22
R07644	2,3-dihydroxybenzoate:L-serine ligase	6 C00002 + 3 C00196 + 3 C00065 <=> C05821 + 6 C00020 + 6 C00013	6.3.2.14
R08150		C16505 + C00001 <=> C16506 + C00132	3.1.1.59
R00445	L-lysine:NAD+ oxidoreductase (deaminating, cyclizing)	C00047 + C00003 <=> C04092 + C00014 + C00004 + C00080	1.4.1.15
R00444	nucleoside-triphosphate:RNA nucleotidyltransferase (DNA-directed);	C00201 + C00046 <=> C00013 + C00046	2.7.7.6         2.7.7.48
R00447	L-lysine:oxygen 2-oxidoreductase (deaminating)	C00047 + C00007 + C00001 <=> C03239 + C00014 + C00027	1.4.3.14
R00443	UTP:RNA uridylyltransferase	C00075 + C00046 <=> C00013 + C00046	2.7.7.6         2.7.7.48        2.7.7.52
R00442	CTP:RNA cytidylyltransferase (DNA-directed);	C00063 + C00046 <=> C00013 + C00046	2.7.7.6         2.7.7.48
R08959	5alpha-pregnane-3alpha,20alpha-diol:NADP+ 20-oxidoreductase	C18042 + C00006 <=> C13712 + C00005 + C00080	1.1.1.149
R04715	S-Adenosyl-L-methionine:(RS)-norcoclaurine 6-O-methyltransferase	C00019 + C06350 <=> C00021 + C05203 + C00080	2.1.1.128
R04714	S-Adenosyl-L-methionine:6-O-methylnorlaudanosoline 5'-O-methyltransferase	C00019 + C05203 <=> C00021 + C05317 + C00080	2.1.1.121
R04717	S-Adenosyl-L-methionine:[cytochrome c]-methionine S-methyltransferase	C00019 + C05205 <=> C00021 + C05319	2.1.1.123       2.1.1.124
R04716	S-Adenosyl-L-methionine:(S)-7,8,13,14-tetrahydroprotoberberine cis-N-methyltransferase	C00019 + C05204 <=> C00021 + C05318	2.1.1.122
R04711	S-adenosyl-L-methionine:3-hexaprenyl-4,5-dihydroxylate O-methyltransferase	C00019 + C05200 <=> C00021 + C05313 + C00080	2.1.1.114
R04710	Protein-glycine,dihydroflavodoxin:S-adenosyl-L-methionine oxidoreductase (S-adenosyl-L-methionine cleaving)	C00019 + C05196 + C05197 <=> C05198 + C00073 + C05199 + C05312	1.97.1.4
R04713	S-Adenosyl-L-methionine:(RS)-1-benzyl-1,2,3,4-tetrahydroisoquinolie N- methyltransferase	C00019 + C05201 <=> C00021 + C05314 + C00080	2.1.1.115
R04719	S-Adenosyl-L-methionine:[myelin-basic-protein]-arginine Nw-methyltransferase	C00019 + C05207 <=> C00021 + C05321	2.1.1.126
R04718	S-Adenosyl-L-methionine:histone-arginine Nw-methyltransferase	C00019 + C05206 <=> C00021 + C05320	2.1.1.125
R06418	(+)-cis-Isopulegone isomerase	C11951 <=> C09893	
R06419	(-)-menthone:NADP+ oxidoreductase	C09893 + C00005 + C00080 <=> C00843 + C00006	1.3.1.81
R06414	2,6-Dimethyl-5-methylene-3-oxo-heptanoyl-CoA C-acetyltransferase	C11948 + C00010 <=> C11949 + C00100	2.3.1.-
R06415	3-Isopropylbut-3-enoyl-CoA thioesterase	C11949 + C00001 <=> C11950 + C00010	3.1.2.-
R09377	2,5-diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one 2-aminohydrolase	C18910 + C00001 <=> C04454 + C00014	
R06417	(+)-cis-isopulegone:NADP+ oxidoreductase	C02485 + C00005 + C00080 <=> C11951 + C00006	1.3.1.82
R06410	trans-2-methyl-5-isopropylhexa-2,5-dienoate-CoA ligase	C11943 + C00002 + C00010 <=> C11945 + C00020 + C00013	6.2.1.-
R06411	3-hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA hydro-lyase	C11946 + C00001 <=> C11947	4.2.1.17
R06121	CMP-N-acetylneuraminate:lactosylceramide alpha-2,6-N-acetylneuraminyltransferase	G00092 + G10616 <=> G01185 + G10621	2.4.99.11
R06413	3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA dehydrogenase	C11947 + C00003 <=> C11948 + C00004 + C00080	1.1.-.-
R01293	4-hydroxybenzaldehyde:NAD+ oxidoreductase	C00633 + C00003 + C00001 <=> C00156 + C00004 + C00080	1.2.1.28        1.2.1.64
R01292	Glutathione:homocystine oxidoreductase	C01817 + 2 C00051 <=> 2 C00155 + C00127	1.8.4.1
R01291	S-(5-deoxy-D-ribos-5-yl)-L-homocysteine homocysteine-lyase [(4S)-4,5-dihydroxypentan-2,3-dione-forming]	C03539 <=> C11838 + C00155	4.4.1.21
R01290	L-serine hydro-lyase (adding homocysteine; L-cystathionine-forming)	C00065 + C00155 <=> C02291 + C00001	4.2.1.22
R01297	4-hydroxybenzoate,NADH:oxygen oxidoreductase (1-hydroxylating, decarboxylating)	C00156 + C00007 + C00004 + C00080 <=> C00530 + C00011 + C00003 + C00001	1.14.13.64
R01296	4-hydroxybenzoate,NADH:oxygen oxidoreductase (3-hydroxylating)	C00156 + C00007 + C00004 + C00080 <=> C00230 + C00003 + C00001	1.14.13.33
R01295	benzoate,NADPH:oxygen oxidoreductase (4-hydroxylating)	C00180 + C00007 + C00005 + C00080 <=> C00156 + C00006 + C00001	1.14.13.12
R01294	4-Hydroxybenzaldehyde:NADP+ oxidoreductase	C00633 + C00006 + C00001 <=> C00156 + C00005 + C00080	1.2.1.7
R01299	4-hydroxybenzoate,NADPH:oxygen oxidoreductase (1-hydroxylating, decarboxylating)	C00156 + C00007 + C00005 + C00080 <=> C00530 + C00011 + C00006 + C00001	1.14.13.64
R01298	4-hydroxybenzoate,NADPH:oxygen oxidoreductase (3-hydroxylating)	C00156 + C00007 + C00005 + C00080 <=> C00230 + C00006 + C00001	1.14.13.2       1.14.13.33
R00474	2-oxoglutarate:glyoxylate succinaldehydetransferase (decarboxylating);	C03217 + C00011 <=> C00026 + C00048	2.2.1.5
R00475	glycolate:oxygen 2-oxidoreductase	C00160 + C00007 <=> C00048 + C00027	1.1.3.15
R00476	glycolate:acceptor 2-oxidoreductase	C00160 + C00028 <=> C00048 + C00030	1.1.99.14
R00477	3-oxalomalate glyoxylate-lyase (oxaloacetate-forming)	C01990 <=> C00036 + C00048	4.1.3.13
R00470	4-hydroxy-2-oxoglutarate glyoxylate-lyase (pyruvate-forming)	C01127 <=> C00022 + C00048	4.1.3.16        4.1.3.42
R00471	4-hydroxy-2-oxoglutarate glyoxylate-lyase (pyruvate-forming)	C05946 <=> C00022 + C00048	4.1.3.16
R00472	acetyl-CoA:glyoxylate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming);	C00149 + C00010 <=> C00024 + C00001 + C00048	2.3.3.9
R00473	L-malyl-CoA glyoxylate-lyase (acetyl-CoA-forming)	C04348 <=> C00024 + C00048	4.1.3.24
R00478	erythro-3-hydroxy-Ls-aspartate glyoxylate-lyase (glycine-forming)	C03961 <=> C00037 + C00048	4.1.3.14
R00479	isocitrate glyoxylate-lyase (succinate-forming)	C00311 <=> C00042 + C00048	4.1.3.1
R09439		C19578 <=> C19579	
R09438		C19565 <=> C19569	
R04364	Acetyl-CoA:L-2,3,4,5-tetrahydrodipicolinate N2-acetyltransferase	C03972 + C00024 + C00001 <=> C05539 + C00010	2.3.1.89        2.3.1.-
R04365	Succinyl-CoA:2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	C00091 + C03972 + C00001 <=> C00010 + C04462	2.3.1.117
R04366	linalool,NADH:oxygen oxidoreductase (8-hydroxylating)	C03985 + C00004 + C00080 + C00007 <=> C04433 + C00003 + C00001	1.14.13.151
R04367	4-Nitrophenyl-3-ketovalidamine 4-nitroaniline-lyase	C03995 <=> C02126 + C04815	4.3.3.1
R04360		C03968 + C00006 <=> C03715 + C00005 + C00080	1.1.1.101
R04361	Acyl-CoA:1-alkyl-sn-glycero-3-phosphate 2-O-acyltransferase	C00040 + C03968 <=> C00010 + C05977	2.3.1.-
R04362	1-Alkyl-sn-glycero-3-phosphoethanolamine ethanolaminehydrolase	C04476 + C00001 <=> C03968 + C00189	3.1.4.39
R04363	Acyl-CoA:1-O-alkyl-2-acetyl-sn-glycerol O-acyltransferase	C00040 + C03820 <=> C00010 + C04361	2.3.1.125
R04368	m7G5'ppp5'X m7GMP phosphohydrolase	C04696 + C00001 <=> C03998 + C16669	3.6.1.59
R04369	D-Alanine:alanyl-poly(glycerolphosphate) ligase (ADP-forming)	C00002 + C00133 + C03999 <=> C00008 + C00009 + C04457	6.3.2.16
R02482	Malonyl-CoA:D-tryptophan N-malonyltransferase	C00083 + C00525 <=> C00010 + C03414	2.3.1.112
R06545	4-hydroxycinnamoyl-CoA:cyanidin 3,5-O-diglucoside 6''-O-acyltransferase	C08639 + C00223 <=> C12096 + C00010	2.3.1.215
R02481	Acetyl-CoA:D-tryptophan N-acetyltransferase	C00024 + C00525 <=> C00010 + C03137	2.3.1.34
R02952	phenylacrylic acid decarboxylase	C00811 <=> C05627 + C00011	4.1.1.-
R10556	(2S,5S)-5-carboxymethylproline cyclo-ligase (AMP-forming)	C00002 + C17366 <=> C00020 + C00013 + C17367	6.3.3.6
R10557	9-cis-beta-carotene:O2 oxidoreductase (9',10'-cleaving)	C20484 + C00007 <=> C20692 + C12287	1.13.11.68
R10554	N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 4-epimerase	C01289 <=> C20620	5.1.3.26
R10555	alpha-D-ribose 1,5-bisphosphate aldose-ketose-isomerase	C01151 <=> C01182	5.3.1.29
R10552	tRNA(Phe)-N1-methylguanine,pyruvate acetaldehyde-lyase [tRNA(Phe)-4-demethylwyosine-forming, decarboxylating, dehydrating]	C20688 + C00022 + C00019 <=> C20691 + C00073 + C05198 + C00011 + C00001	4.1.3.44
R10553	N-acetyl-L-cysteine-S-conjugate amidohydrolase (carboxylate-forming)	C05727 + C00001 <=> C05726 + C00033	3.5.1.14        3.5.1.114
R01879	2-Deoxyuridine,2-oxoglutarate:oxygen oxidoreductase (2'-hydroxylating)	C00526 + C00026 + C00007 <=> C00299 + C00042 + C00011	1.14.11.3
R01878	Cytidine aminohydrolase	C00475 + C00001 <=> C00299 + C00014	3.5.4.5
R01877	Uridine 3'-monophosphate phosphohydrolase	C01368 + C00001 <=> C00299 + C00009	3.1.3.6
R01876	uridine:phosphate alpha-D-ribosyltransferase	C00299 + C00009 <=> C00106 + C00620	2.4.2.2         2.4.2.3
R01875	Thiosulfate:thiol sulfurtransferase	C00320 + 2 C00051 + C00080 <=> C00094 + C00127 + C00283	2.8.1.3
R01874	D-cysteine sulfide-lyase (deaminating; pyruvate-forming)	C00793 + C00001 <=> C00283 + C00014 + C00022	4.4.1.15
R01873	Quinate:pyrroloquinoline-quinone 3-oxidoreductase;	C00296 + C00113 <=> C01359 + C00944	1.1.5.8
R01872	L-quinate:NAD+ 3-oxidoreductase;	C00296 + C00003 <=> C00944 + C00004 + C00080	1.1.1.24        1.1.1.282
R10558	9-cis-10'-apo-beta-carotenal:O2 oxidoreductase (14,15-cleaving, carlactone-forming)	C20692 + 2 C00007 <=> C20693 + C20694	1.13.11.69
R01870	Orotidine-5'-phosphate:diphosphate phospho-alpha-D-ribosyl-transferase	C01103 + C00013 <=> C00295 + C00119	2.4.2.10
R05149	S-Adenosyl-L-methionine:1-precorrin-6Y C5,15-methyltransferase (C-12-decarboxylating)	2 C00019 + C06319 <=> 2 C00021 + C06408 + C00011	2.1.1.132
R05148	benzene-1,4-dicarboxylate, NADH:oxygen oxidoreductase (1,2-hydroxylating)	C06337 + C00007 + C00004 + C00080 <=> C06318 + C00003	1.14.12.15
R05147	galactitol-1-phosphate:NAD+ oxidoreductase	C06311 + C00003 <=> C06312 + C00004 + C00080	1.1.1.251
R05146	dodecanoyl-[acyl-carrier protein]:KDO2-lipid IV(A) O-dodecanoyltransferase	C05223 + C06025 <=> C06251 + C00229	2.3.1.241
R05145	Biotinyl-5'-AMP:apo-[carboxylase] ligase (AMP-forming)	C05921 + C06249 <=> C00020 + C06250	6.3.4.9         6.3.4.10        6.3.4.11        6.3.4.15
R05144	peptidyl-glutamate 4-carboxylase (2-methyl-3-phytyl-1,4-naphthoquinone-epoxidizing)	C06246 + C05849 + C00001 <=> C06247 + C03313 + C00011 + C00007	4.1.1.90
R05142	1,4-beta-D-Glucan glucohydrolase	C06217 + C00001 <=> C06218 + C00031	3.2.1.74
R05141	1,4-beta-D-Glucan glucohydrolase	C06216 + C00001 <=> C06217 + C00031	3.2.1.74
R05140	sucrose:2,6-beta-D-fructan 6-beta-D-fructosyltransferase	C00031 + C06215 <=> C00089 + C06215	2.4.1.10
R07127	ATP:3-dehydro-L-gulonate 6-phosphotransferase	C00618 + C00002 <=> C14899 + C00008	2.7.1.53
R07125	3-dehydro-L-gulonate-6-phosphate carboxy-lyase	C14899 + C00080 <=> C03291 + C00011	4.1.1.85
R07124		C14863 + C00001 <=> C14862 + C00051	
R07123		C11150 <=> C11149	
R07122	9(10)-EpOME hydrolase	C14825 + C00001 <=> C14828	3.3.2.-
R07121	12(13)-EpOME hydrolase	C14826 + C00001 <=> C14829	3.3.2.-
R07120		C14871 <=> C14875	
R07129		G10617 + G00149 <=> G10622 + G00140	
R07128	Oplophorus-luciferin:oxygen 2-oxidoreductase (decarboxylating)	C15037 + C00007 <=> C15038 + C00205 + C00011	1.13.12.13
R08478		C06332 + C00049 <=> C10733	
R08479		C00398 + 2 C00019 <=> C08312 + 2 C00021	
R08474		C16716 <=> C16721	
R08475		C16721 <=> C10660	
R08476		C10660 <=> C10740	
R08477		C00108 + C15668 <=> C10733	
R08470		C12093 <=> C10722	
R08471		C12093 <=> C10632	
R08472		C12093 <=> C10738	
R08473		C00108 <=> C16716	
R08853	(+)-epi-isozizaene,NADPH:oxygen oxidoreductase (5R-hydroxylating)	C16269 + C00005 + C00080 + C00007 <=> C17955 + C00006 + C00001	1.14.13.106
R07651	D-Ala-D-Ala dipeptidase	C00993 + C00001 <=> 2 C00133	3.4.13.22
R08852	(5S)-albaflavenol,NADPH:oxygen 5-oxidoreductase	C17953 + C00005 + C00080 + C00007 <=> C17954 + C00006 + 2 C00001	1.14.13.106
R03736	Rifamycin-B:oxygen oxidoreductase	C01848 + C00007 <=> C01849 + C00027	1.10.3.6
R03737	(6S)-6-Hydroxyhyoscyamine,2-oxoglutarate oxidoreductase (epoxide-forming)	C03325 + C00026 + C00007 <=> C01851 + C00042 + C00011 + C00001	1.14.11.14
R03734	L-Thyroxine iodohydrolase (reducing)	C01829 + C00030 <=> C02465 + C00708 + C00028 + C00080	1.97.1.10
R03735	(2S,3S)-2-Hydroxytridecane-1,2,3-tricarboxylate oxaloacetate-lyase (CoA-acylating)	C04655 + C00010 <=> C01832 + C00001 + C00036	2.3.3.2
R03732	(2S)-2-{[1-(R)-carboxyethyl]amino}pentanoate dehydrogenase (NAD+, L-aminopentanoate-forming)	C06326 + C00003 + C00001 <=> C01826 + C00022 + C00004 + C00080	1.5.1.28
R03733	L-Threonate:NAD+ 3-oxidoreductase	C01620 + C00003 <=> C03064 + C00004 + C00080	1.1.1.129
R03731	S-Adenosyl-L-methionine:isoorientin 3'-O-methyltransferase	C00019 + C01821 <=> C00021 + C05990	2.1.1.78
R03738	3-alpha(S)-Strictosidine tryptamine-lyase	C03470 + C00001 <=> C00398 + C01852	4.3.3.2
R03739	Stipitatonate carboxy-lyase (decyclizing)	C02080 + C00001 <=> C01853 + C00011	4.1.1.60
R08850	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine carboxypeptidase	C04882 + C00001 <=> C04804 + C00133	3.4.17.8
R04968	Tetradecanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	C05761 + C01209 <=> C05762 + C00011 + C00229	2.3.1.41        2.3.1.85        2.3.1.86        2.3.1.179
R04969	hexadecanoyl-[acp]:NAD+ trans-2-oxidoreductase	C05764 + C00003 <=> C05763 + C00004 + C00080	1.3.1.9         2.3.1.-
R04966	tetradecanoyl-[acp]:NAD+ trans-2-oxidoreductase	C05761 + C00003 <=> C05760 + C00004 + C00080	1.3.1.9         2.3.1.-
